2025-12-03T08:38:55.183Z [sh]: Setting WiFi Regulatory domain to GB.
2025-12-03T08:38:55.231Z [sh]: /opt/secure/wifi/wpa_supplicant.conf file exists and configurations are present
2025-12-03T08:38:55.271Z [sh]: Country code is present , No need to change
2025-12-03T08:38:55.323Z [sh]: wowlan_triggers already present in /opt/secure/wifi/wpa_supplicant.conf, leaving as is
2025-12-03T08:38:55.200Z sh[3141]:  active
2026-01-16T05:36:12.447Z sh[3238]:  1768541772.445544: wlan0: State: 4WAY_HANDSHAKE -> 4WAY_HANDSHAKE
2026-01-16T05:36:12.447Z sh[3238]:  1768541772.445566: wlan0: WPA: RX message 3 of 4-Way Handshake from 10:d7:b0:69:5d:dc (ver=2)
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445579: WPA: IE KeyData - hexdump(len=48): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 0c 00 dd 16 00 0f ac 01 01 00 65 2d 64 ec d4 02 f0 97 4f a6 58 41 ce 31 b8 9d dd 00
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445625: WPA: RSN IE in EAPOL-Key - hexdump(len=22): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 0c 00
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445652: WPA: GTK in EAPOL-Key - hexdump(len=24): [REMOVED]
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445668: wlan0: WPA: Sending EAPOL-Key 4/4
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445681: WPA: Send EAPOL-Key frame to 10:d7:b0:69:5d:dc ver=2 mic_len=16 key_mgmt=0x2
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445695: WPA: EAPOL-Key MIC using HMAC-SHA1
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445724: WPA: KCK - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445736: WPA: Derived Key MIC - hexdump(len=16): 2d 1a 54 6d 04 95 4a ea d1 d9 fe 9b 8a 23 e1 3a
2026-01-16T05:36:12.448Z sh[3238]:  1768541772.445832: wlan0: WPA: Installing PTK to the driver
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.445898: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=3 addr=0x164b44 key_idx=0 set_tx=1 seq_len=6 key_len=16 key_flag=0x2c
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.445926: nl80211: NEW_KEY
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.445946: nl80211: KEY_DATA - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.445958: nl80211: KEY_SEQ - hexdump(len=6): 00 00 00 00 00 00
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.445973:    addr=10:d7:b0:69:5d:dc
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.445985:    pairwise key
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.446836: EAPOL: External notification - portValid=1
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.446865: wlan0: State: 4WAY_HANDSHAKE -> GROUP_HANDSHAKE
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.446915: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:12.449Z sh[3238]:  1768541772.446934: wlan0: Shared frequencies (len=1): completed iteration
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.446952: wlan0: freq[0]: 5500, flags=0x1
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.446970: P2P: Add operating class 81
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.446985: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.447392: P2P: Update channel list
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.447427: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.447444: P2P: cli_channels:
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.447459: RSN: received GTK in pairwise handshake - hexdump(len=18): [REMOVED]
2026-01-16T05:36:12.450Z sh[3238]:  1768541772.447474: WPA: Group Key - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447489: wlan0: WPA: Installing GTK to the driver (keyidx=1 tx=0 len=16)
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447502: WPA: RSC - hexdump(len=6): 7e 84 16 00 00 00
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447567: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=3 addr=0xdfb83 key_idx=1 set_tx=0 seq_len=6 key_len=16 key_flag=0x14
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447591: nl80211: NEW_KEY
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447610: nl80211: KEY_DATA - hexdump(len=16): [REMOVED]
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447622: nl80211: KEY_SEQ - hexdump(len=6): 7e 84 16 00 00 00
2026-01-16T05:36:12.451Z sh[3238]:  1768541772.447637:    broadcast key
2026-01-16T05:36:12.461Z sh[3238]:  1768541772.461183: wlan0: WPA: Key negotiation completed with 10:d7:b0:69:5d:dc [PTK=CCMP GTK=CCMP]
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461498: wlan0: Cancelling authentication timeout
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461517: Removed BSSID 10:d7:b0:69:5d:dc from ignore list
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461535: wlan0: State: GROUP_HANDSHAKE -> COMPLETED
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461559: wlan0: Radio work 'connect'@0x196de0 done in 3.485657 seconds
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461577: wlan0: radio_work_free('connect'@0x196de0): num_active_works --> 0
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461601: wlan0: CTRL-EVENT-CONNECTED - Connection to 10:d7:b0:69:5d:dc completed [id=0 id_str=]
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461615: nl80211: Set wlan0 operstate 0->1 (UP)
2026-01-16T05:36:12.462Z sh[3238]:  1768541772.461627: netlink: Operstate: ifindex=6 linkmode=-1 (no change), operstate=6 (IF_OPER_UP)
2026-01-16T05:36:12.464Z sh[3238]:  1768541772.462943: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:12.464Z sh[3238]:  1768541772.462991: wlan0: Shared frequencies (len=1): completed iteration
2026-01-16T05:36:12.464Z sh[3238]:  1768541772.463010: wlan0: freq[0]: 5500, flags=0x1
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463028: P2P: Add operating class 81
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463044: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463170: P2P: Update channel list
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463200: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463217: P2P: cli_channels:
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463243: EAPOL: External notification - portValid=1
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463259: EAPOL: External notification - EAP success=1
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463269: EAPOL: SUPP_PAE entering state AUTHENTICATING
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463279: EAPOL: SUPP_BE entering state SUCCESS
2026-01-16T05:36:12.465Z sh[3238]:  1768541772.463289: EAP: EAP entering state DISABLED
2026-01-16T05:36:12.466Z sh[3238]:  1768541772.463299: EAPOL: SUPP_PAE entering state AUTHENTICATED
2026-01-16T05:36:12.466Z sh[3238]:  1768541772.463308: EAPOL: Supplicant port status: Authorized
2026-01-16T05:36:12.466Z sh[3238]:  1768541772.463319: nl80211: Set supplicant port authorized for 10:d7:b0:69:5d:dc
2026-01-16T05:36:12.793Z sh[3238]:  1768541772.788615: EAPOL: SUPP_BE entering state IDLE
2026-01-16T05:36:12.793Z sh[3238]:  1768541772.788662: EAPOL authentication completed - result=SUCCESS
2026-01-16T05:36:12.793Z sh[3238]:  1768541772.788682: nl80211: Set rekey offload
2026-01-16T05:36:12.793Z sh[3238]:  1768541772.790088: RTM_NEWLINK: ifi_index=6 ifname=wlan0 operstate=6 linkmode=1 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T05:36:12.944Z sh[3238]:  1768541772.943449: nl80211: Drv Event 103 (NL80211_CMD_VENDOR) received for wlan0
2026-01-16T05:36:12.945Z sh[3238]:  1768541772.943483: nl80211: Vendor event: wiphy=0 vendor_id=0x1374 subcmd=165
2026-01-16T05:36:12.945Z sh[3238]:  1768541772.945235: nl80211: Ignore unsupported QCA vendor event 165
2026-01-16T05:36:18.983Z sh[3238]:  1768541778.982803: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.130138: nl80211: Drv Event 79 (NL80211_CMD_SET_REKEY_OFFLOAD) received for wlan0
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.130168: nl80211: Rekey offload event for BSSID 10:d7:b0:69:5d:dc
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.130178: nl80211: Rekey offload - Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.146636: wlan0: Event DRIVER_GTK_REKEY (34) received
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.146714: wlan0: BSS: Remove id 8 BSSID 12:d7:b0:69:5d:dd SSID '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.146728: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/8'
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.149920: wlan0: BSS: Remove id 9 BSSID b0:0a:d5:57:b3:08 SSID 'Three_56B308' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.078Z sh[3238]:  1768551278.149946: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/9'
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.154255: wlan0: BSS: Remove id 10 BSSID d6:35:1d:75:12:82 SSID 'vodafone75127A' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.154278: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/10'
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.155716: wlan0: BSS: Remove id 11 BSSID b0:0a:d5:56:b3:08 SSID 'Three_56B308' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.155744: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/11'
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.157118: wlan0: BSS: Remove id 12 BSSID 28:6d:97:e0:08:83 SSID '[washer] Samsung' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.157146: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/12'
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.158054: wlan0: BSS: Remove id 13 BSSID 10:d7:b0:69:5d:db SSID 'TALKTALK695DDE' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.158079: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/13'
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.162742: wlan0: BSS: Remove id 14 BSSID d4:35:1d:75:12:7a SSID 'vodafone75127A' due to wpa_bss_flush_by_age
2026-01-16T08:14:40.079Z sh[3238]:  1768551278.162769: dbus: Unregister BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/14'
2026-01-16T08:35:43.657Z sh[3238]:  1768552543.146402: nl80211: Drv Event 79 (NL80211_CMD_SET_REKEY_OFFLOAD) received for wlan0
2026-01-16T08:35:43.657Z sh[3238]:  1768552543.146428: nl80211: Rekey offload event for BSSID 10:d7:b0:69:5d:dc
2026-01-16T08:35:43.657Z sh[3238]:  1768552543.146442: nl80211: Rekey offload - Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T08:35:43.657Z sh[3238]:  1768552543.146463: wlan0: Event DRIVER_GTK_REKEY (34) received
2026-01-16T08:35:44.552Z sh[3238]:  1768552544.552878: EAPOL: startWhen --> 0
2026-01-16T08:35:44.553Z sh[3238]:  1768552544.552909: EAPOL: disable timer tick
2026-01-16T09:19:39.807Z sh[3238]:  1768555178.051551: nl80211: Drv Event 79 (NL80211_CMD_SET_REKEY_OFFLOAD) received for wlan0
2026-01-16T09:19:39.807Z sh[3238]:  1768555178.051578: nl80211: Rekey offload event for BSSID 10:d7:b0:69:5d:dc
2026-01-16T09:19:39.807Z sh[3238]:  1768555178.051589: nl80211: Rekey offload - Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T09:19:39.807Z sh[3238]:  1768555178.051608: wlan0: Event DRIVER_GTK_REKEY (34) received
2026-01-16T09:19:40.764Z sh[3238]:  1768555180.764126: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T09:19:47.033Z sh[3238]:  1768555187.032334: RTM_NEWLINK: ifi_index=11 ifname=veth0 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:47.118Z sh[3238]:  1768555187.118261: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:47.118Z sh[3238]:  1768555187.118296: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:47.961Z sh[3238]:  1768555187.960941: RTM_NEWLINK: ifi_index=11 ifname=veth0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:47.961Z sh[3238]:  1768555187.960992: RTM_DELLINK: ifi_index=11 ifname=veth0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:47.961Z sh[3238]:  1768555187.961010: RTM_DELLINK: ifi_index=11 ifname=veth0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:47.961Z sh[3238]:  1768555187.961020: RTM_DELLINK: Interface 'veth0' removed
2026-01-16T09:19:51.676Z sh[3238]:  1768555191.673511: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:51.755Z sh[3238]:  1768555191.755626: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:51.822Z sh[3238]:  1768555191.756285: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:52.108Z sh[3238]:  1768555192.107382: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:52.171Z sh[3238]:  1768555192.171252: RTM_NEWLINK: ifi_index=12 ifname=veth1 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:52.173Z sh[3238]:  1768555192.171731: RTM_DELLINK: ifi_index=12 ifname=veth1 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:52.173Z sh[3238]:  1768555192.171880: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:52.173Z sh[3238]:  1768555192.172079: RTM_NEWLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:55.089Z sh[3238]:  1768555195.087536: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:55.147Z sh[3238]:  1768555195.147297: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.148Z sh[3238]:  1768555195.147827: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.206Z sh[3238]:  1768555195.206698: RTM_NEWLINK: ifi_index=14 ifname=veth3 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:55.216Z sh[3238]:  1768555195.216751: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.216Z sh[3238]:  1768555195.216795: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.643Z sh[3238]:  1768555195.642244: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.643Z sh[3238]:  1768555195.642284: RTM_DELLINK: ifi_index=15 ifname=veth4 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.643Z sh[3238]:  1768555195.642303: RTM_DELLINK: ifi_index=15 ifname=veth4 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:55.643Z sh[3238]:  1768555195.642313: RTM_DELLINK: Interface 'veth4' removed
2026-01-16T09:19:55.643Z sh[3238]:  1768555195.642329: RTM_DELLINK: ifi_index=12 ifname=veth1 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:55.643Z sh[3238]:  1768555195.642340: RTM_DELLINK: Interface 'veth1' removed
2026-01-16T09:19:55.846Z sh[3238]:  1768555195.845803: RTM_NEWLINK: ifi_index=14 ifname=veth3 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.846Z sh[3238]:  1768555195.845865: RTM_DELLINK: ifi_index=14 ifname=veth3 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:55.849Z sh[3238]:  1768555195.849120: RTM_DELLINK: ifi_index=14 ifname=veth3 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:55.849Z sh[3238]:  1768555195.849169: RTM_DELLINK: Interface 'veth3' removed
2026-01-16T09:19:59.560Z sh[3238]:  1768555199.555354: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:19:59.632Z sh[3238]:  1768555199.632738: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:19:59.633Z sh[3238]:  1768555199.632799: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:20:00.937Z sh[3238]:  1768555200.937185: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:20:01.001Z sh[3238]:  1768555201.001131: RTM_NEWLINK: ifi_index=13 ifname=veth2 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:20:01.001Z sh[3238]:  1768555201.001416: RTM_DELLINK: ifi_index=13 ifname=veth2 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:20:01.001Z sh[3238]:  1768555201.001646: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:20:01.001Z sh[3238]:  1768555201.001855: RTM_NEWLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:23.508Z sh[3238]:  1768556064.375487: nl80211: Drv Event 79 (NL80211_CMD_SET_REKEY_OFFLOAD) received for wlan0
2026-01-16T09:34:23.508Z sh[3238]:  1768556064.375545: nl80211: Rekey offload event for BSSID 10:d7:b0:69:5d:dc
2026-01-16T09:34:23.508Z sh[3238]:  1768556064.375560: nl80211: Rekey offload - Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T09:34:23.508Z sh[3238]:  1768556064.392560: wlan0: Event DRIVER_GTK_REKEY (34) received
2026-01-16T09:34:30.069Z sh[3238]:  1768556070.067327: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:30.332Z sh[3238]:  1768556070.331979: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:34:30.332Z sh[3238]:  1768556070.332021: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:34:30.332Z sh[3238]:  1768556070.332040: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T09:34:30.343Z sh[3238]:  1768556070.342655: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:30.343Z sh[3238]:  1768556070.342693: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:34:30.345Z sh[3238]:  1768556070.345365: RTM_DELLINK: ifi_index=16 ifname=veth5 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:34:30.345Z sh[3238]:  1768556070.345655: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:30.346Z sh[3238]:  1768556070.346133: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:30.375Z sh[3238]:  1768556070.375748: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T09:34:31.172Z sh[3238]:  1768556071.171222: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T09:34:31.172Z sh[3238]:  1768556071.171253: RTM_NEWLINK: ifi_index=10 ifname=dobby_tap0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:34:31.172Z sh[3238]:  1768556071.171270: RTM_DELLINK: ifi_index=10 ifname=dobby_tap0 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T09:34:31.172Z sh[3238]:  1768556071.171288: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T09:34:31.172Z sh[3238]:  1768556071.171304: RTM_DELLINK: ifi_index=10 ifname=dobby_tap0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:31.172Z sh[3238]:  1768556071.171314: RTM_DELLINK: Interface 'dobby_tap0' removed
2026-01-16T09:34:31.266Z sh[3238]:  1768556071.265337: RTM_NEWLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:31.543Z sh[3238]:  1768556071.542740: RTM_DELLINK: ifi_index=9 ifname=dobby0 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T09:34:31.543Z sh[3238]:  1768556071.542777: RTM_DELLINK: Interface 'dobby0' removed
2026-01-16T10:28:41.929Z sh[3238]:  1768559323.744134: nl80211: Drv Event 79 (NL80211_CMD_SET_REKEY_OFFLOAD) received for wlan0
2026-01-16T10:28:41.929Z sh[3238]:  1768559323.744164: nl80211: Rekey offload event for BSSID 10:d7:b0:69:5d:dc
2026-01-16T10:28:41.930Z sh[3238]:  1768559323.744176: nl80211: Rekey offload - Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T10:28:41.930Z sh[3238]:  1768559323.744202: wlan0: Event DRIVER_GTK_REKEY (34) received
2026-01-16T10:28:49.490Z sh[3238]:  1768559329.488876: RTM_DELLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T10:28:49.490Z sh[3238]:  1768559329.488920: RTM_DELLINK: Interface 'veth5' removed
2026-01-16T10:28:51.522Z sh[3238]:  1768559331.521368: RTM_DELLINK: ifi_index=13 ifname=veth2 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T10:28:51.522Z sh[3238]:  1768559331.521429: RTM_DELLINK: Interface 'veth2' removed
2026-01-16T10:28:51.774Z sh[3238]:  1768559331.772155: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T12:54:15.864Z sh[3238]:  1768568055.772038: nl80211: Drv Event 79 (NL80211_CMD_SET_REKEY_OFFLOAD) received for wlan0
2026-01-16T12:54:15.864Z sh[3238]:  1768568055.772063: nl80211: Rekey offload event for BSSID 10:d7:b0:69:5d:dc
2026-01-16T12:54:15.864Z sh[3238]:  1768568055.772074: nl80211: Rekey offload - Replay Counter - hexdump(len=8): 00 00 00 00 00 00 00 02
2026-01-16T12:54:15.864Z sh[3238]:  1768568055.772093: wlan0: Event DRIVER_GTK_REKEY (34) received
